compound,raw_values,measurement_wavelength
Ethanol,1.3614,
"2,2,2-Trifluoroethanol",1.281,
Ethyl acetate,1.37,
2-Propanol,1.377,
Benzyl alcohol,1.54,
Benzonitrile,1.528,
Methanol,1.328,
"1,2-Ethanediol",1.4318,
TeO2,2,
TeO2,2.002,
TeO2,1.833,
Na2O,2.0578,
TeO2,2.033,
TeO2,2.04,
TeO2–BaF2,1.7469,
B2O3,2.409,
Methanol,1.33,
Ethanol,1.36,
Butanol,1.39,
Ethylene glycol,1.43,
Glycerol,1.47,
Toluene,1.49,
Sulfasalazine,3,
Sulfasalazine,9,
Methotrexate,5,
Methotrexate,9,
MALS,8.7,
MALS,8.5,
MALS,9.6,
MALS,6.5,
MALS,8.5,
MALS,8,
Benzene,1.49692,
Benzene,1.49792,
2-Methyl-2-butanol,1.40238,
2-Methyl-2-butanol,1.4024,
1-Pentanol,1.40782,
1-Pentanol,1.4079,
IPA,1.37501,
IPA,1.3752,
IPA,2,
Methanol,1.3266,
Methanol,1.32652,
Ethanol,1.35926,
Ethanol,1.35941,
1-Propanol,1.38365,
1-Propanol,1.3837,
2-Propanol,1.37512,
2-Propanol,1.3752,
Cu3In5S9,2.8,
Cu3In5S9,3.12,
Cu3In5S9,2.92,
Cu3Ga5S9,2.67,
Cu3Ga5S9,2.92,
Cu3Ga5S9,2.75,
Cu3Ga5S9,2.76,
Cu3In5Se9,3.13,
Cu3In5Se9,3.47,
Cu3In5Se9,3.38,
Cu3In5Se9,3.26,
Cu3Ga5Se9,2.72,
Cu3Ga5Se9,3.01,
Cu3Ga5Se9,2.82,
Cu3Ga5Se9,2.83,
SiO2,1.45,
SiO2,1.4526,
SiO2,1.4546,
NaI,1.35,
Linalool,1.462,
Strontium hydroxide,3.5,
DMSO,1.479,
DMSO,1.488,
Acetonitrile,1.344,
Acetonitrile,1.329,
DMF,1.43,
DMF,1.422,
Ethylene glycol,1.43,
Ethylene glycol,1.419,
Methanol,1.329,
Methanol,1.302,
Ethanol,1.361,
Ethanol,1.304,
2-Propanol,1.377,
2-Propanol,1.291,
1-Butanol,1.399,
1-Butanol,1.292,
Methylamine,1.37,
Methylamine,1.129,
Dichloromethane,1.424,
Dichloromethane,1.165,
1-Decanol,1.437,
1-Decanol,1.145,
Dimethylamine,1.37,
Cyclohexane,1.426,
n-Heptane,1.388,
carbon,1.96,
CaCl2,1.61,
MgCl2,1.41,
NaCl,1.61,
ZnCl2,1.35,
carbon,3.4,
NaOH,2.11,
citric acid,2.76,
carbon,3.07,
carbon,4.02,
carbon,9.68,
carbon,8.58,
MgCl2,2.91,
NaCl,3.18,
ZnCl2,2.85,
carbon,6.7,
SiO2,1.46,
SiOF,1.45,
SiOF,1.42,
SiOF,1.41,
SiOC,1.46,
SiOC,1.44,
SiOC,1.4,
TEOS,1.462,
SiOC,1.435,
SiOC,1.396,
SiOC,1.36,
SiN.1,1.83,
SiN.2,1.77,
SiN.3,1.75,
1-Butanol,1.3975,
1-Butanol,1.39741,
Methanol,1.3264,
Methanol,1.32652,
MTBE,1.3666,
MTBE,1.3663,
MoS2,9.32,
p-Dimethylamino benzene arsenic acid,6.3,
Phthalocyanine,2.6,
n-pentane,1.358,
n-heptane,1.386,
n-nonane,1.406,
n-undecane,1.416,
n-tridecane,1.426,
TiO2-P2O5(PCl3),1.72,
TiO2-P2O5(PCl3),1.76,
TiO2-P2O5(H3PO4),1.81,
TiO2-P2O5(H3PO4),1.74,
TiO2-P2O5(H3PO4)ref,1.99,
TiO2-P2O5(H3PO4)ref,1.95,
GeSbSe,2.562,
SiO2,1.444,
GaN,2.32,
In0.25Ga0.75N,2.54,
In0.5Ga0.5N,2.92,
In0.75Ga0.25N,2.94,
Fe2O3,1.5056,
Tryptophan,1.33,
Aniline,1.5855,
o-Anisidine,1.5705,
o-Anisidine,1.574,
2-Methoxyethanol,1.4005,
2-Methoxyethanol,1.3983,
2-Ethoxyethanol,1.406,
2-Ethoxyethanol,1.4065,
2-Butoxyethanol,1.417,
2-Butoxyethanol,1.415,
Aniline,1.4005,
Aniline,1.406,
Aniline,1.417,
o-Anisidine,1.4005,
o-Anisidine,1.406,
o-Anisidine,1.417,
Window pane,1.518777,
Window pane,1.51878,
Window pane,1.520564,
Window pane,1.52056,
Window pane,1.79,
SiO2,1.425,
SiO2,1.45,
SiO2,1.388,
SiO2,1.404,
SiO2,1.44,
SiO2,1.443,
Methanol,1.3265,
Methanol,1.32652,
Ethanol,1.3593,
Ethanol,1.35941,
1-Propanol,1.38308,
1-Propanol,1.3837,
2-Propanol,1.37501,
2-Propanol,1.3752,
2-Butanone,1.37619,
2-Butanone,1.37685,
Ethyl acetate,1.36981,
Ethyl acetate,1.36978,
Toluene,1.4961,
Heptane,1.3876,
Acetonitrile,1.58,
SiO2,1.43,
Ta2O5,1.93,
PAC,8,
WAlON-Al2O3,1.806,
Al2O3,1.614,
CaAS20,1.557,
LiFe0.995Y0.0025Ag0.0025PO4,1.82,
LiFe0.99Y0.005Ag0.005PO4,1.81,
LiFe0.98Y0.01Ag0.01PO4,1.83,
LiFe0.995Y0.0025Ag0.0025PO4,1.99,
LiFe0.99Y0.005Ag0.005PO4,1.96,
LiFe0.98Y0.01Ag0.01PO4,1.97,
AlGaAs,3.59,
InGaAsP,3.367,
PAC,3,
PAC,7,
PAC,6,
Toluene,2.95,
Toluene,2.56,
CH2Cl2,4.63,
CH2Cl2,1.613,
CH2Cl2,2.84,
Acetonitrile,2.14,
Acetonitrile,8.65,
DMF,1.4,
DMF,4.944,
DMF,4.44,
DMSO,1.41,
DMSO,2.955,
DMSO,2.63,
Toluene,1.496,
CH2Cl2,8.93,
Acetonitrile,1.344,
DMSO,1.479,
Sulfuric acid,1.55,
Sulfuric acid,2,
Sulfuric acid,1.2,
Sulfuric acid,1.45,
Sulfuric acid,1.5,
Sulfuric acid,1.21,
Maleic acid,1.51,
Sulfuric acid,1.2,
Sulfuric acid,1.75,
Sulfuric acid,1.4,
Sulfuric acid,1.41,
ethanol,1.3461,
ethanol,1.3518,
ethanol,1.3569,
ethanol,1.3591,
ethanol,1.3614,
ethanol,1.3641,
ethanol,1.0002,
ethanol,1.3465,
ethanol,1.3524,
ethanol,1.3563,
ethanol,1.3586,
ethanol,1.3618,
ethanol,1.3632,
PMMA,1.483,
SiO2,1.46,
N-SF2,1.834,
N-SF2,1.729,
VO2,3.243,
GaO,1.9523,
Acetylacetone,1.4487,
Acetylacetone,1.4206,
n-Nonane,1.4037,
n-Nonane,1.4031,
n-Decane,1.4113,
n-Decane,1.4096,
n-Dodecane,1.4205,
n-Dodecane,1.4192,
N2Ac,2,
N3Ac,2,
SiN1.25H0.01,2.025,
TiO2,2.71,
SnO2,1.98,
NaOH,1.3576,
AgNO3,1.729,
H2O,1.333,
Si0.75Ge0.25,3.6,
ZnS,2.2,
Quartz,1.54,
ZrZnF,1.49,
Polystyrene,1.59,
Retinal,2,
FAMEs,8.9,
FAMEs,8.3,
TRITC,1.87,
TRITC,1.76,
TRITC,1.64,
FITC,1.87,
FITC,1.78,
FITC,1.72,
TRITC,1.71,
TRITC,1.65,
TRITC,1.66,
FITC,2.03,
FITC,1.62,
FITC,1.65,
silica,1.457,
Silica,1.467,
Polymethyl methacrylate,1.45,
Polyvinyl fluoride,1.49,
ethylene propylene,1.34,
Polycarbonate,1.6,
MTBE,1.37456,
MTBE,1.3689,
MTBE,1.369,
MTBE,1.36385,
MTBE,1.33436,
MTBE,1.33391,
MTBE,1.33205,
MTBE,1.33102,
MTBE,1.32958,
TiO2,2.6,
CeO2,2.5,
Nb2O5,2.85,
WO3,2.38,
SnO2,2.09,
MoO3,2.24,
NiO,2.18,
Ta2O5,2.21,
ZrO2,2.13,
HfO2,2.08,
CeO2,1.97,
HfO2,1.91,
MoO3,2.09,
Nb2O5,2.22,
NiO,2.09,
SnO2,2.01,
Ta2O5,2.09,
TiO2,2.22,
WO3,2.02,
ZrO2,1.95,
Toluene,1.4941,
Chloroform,1.443,
Ethyl acetate,1.3723,
Methanol,1.329,
Acetonitrile,1.344,
DMSO,1.4787,
Ethanol,1.3593,
Ethanol,1.35941,
1-Propanol,1.38308,
1-Propanol,1.3837,
2-Butanone,1.37619,
2-Butanone,1.37685,
Ethyl acetate,1.36981,
Ethyl acetate,1.36978,
Methanol,1.3267,
Vinyl acetate,1.3926,
Pentyl acetate,1.3916,
Isopentyl acetate,1.398,
Methanol,1.32652,
Vinyl acetate,1.3934,
Pentyl acetate,1.3918,
Isopentyl acetate,1.3981,
Styrene,1.5469,
Xylene,1.4972,
styrene,1.6357,
xylene,1.6302,
PMMA,1.484,
VIVATEC,1.53,
Dy2O3,1.538,
Dy2O3,1.546,
Dy2O3,1.549,
Dy2O3,1.557,
Dy2O3,1.565,
Oxygen,1.2783,
Oxygen,1.285,
Oxygen,1.2857,
Oxygen,1.2962,
Oxygen,1.3075,
BAP-C,1.556,
BAP-C,1.5514,
BAP-C,1.547,
BAP-T,1.5572,
BAP-T,1.5528,
BAP-T,1.5486,
BAP-M,1.5554,
BAP-M,1.5509,
BAP-M,1.5467,
BAP-CTM-0.5,1.5649,
BAP-CTM-0.5,1.5601,
BAP-CTM-0.5,1.5555,
BAP-CTM-1,1.5649,
BAP-CTM-1,1.5602,
BAP-CTM-1,1.5557,
BAP-CTM-2,1.5649,
BAP-CTM-2,1.5602,
BAP-CTM-2,1.5557,
BAP-CTM-3,1.5651,
BAP-CTM-3,1.5602,
BAP-CTM-3,1.5557,
C8-H9,3.5445,
C25-H26,4.0365,
Ethyl methacrylate,1.4085,
Butyl methacrylate,1.424,
Butyl methacrylate,1.4204,
Ethyl methacrylate,1.4134,
CaAl2B2O7,1.563,
SrAl2B2O7,1.57,
n-tetradecane,1.43,
Al2O3,1.754,
NPDR,2,
DME,9,
NPDR,3,
L-alanine,1.8,
Kaolinite,1.533,
Kaolinite,1.577,
Kaolinite,1.555,
Halite,1.544,
Hematite,2.94,
Hematite,3.22,
Hematite,3.08,
Dolomite,1.5026,
Dolomite,1.6817,
Dolomite,1.59215,
Lizardite,1.541,
Lizardite,1.568,
Lizardite,1.5545,
Calcite,1.486,
Calcite,1.74,
Calcite,1.613,
Quartz,1.544,
Quartz,1.553,
Quartz,1.5485,
Goethite,1.87,
Goethite,2.4,
Goethite,2.135,
Acetic Acid,1.3716,
Formic Acid,1.377,
Chloroform,1.4458,
Toluene,1.4969,
Homocysteine,1.04,
Glutathione,2.03,
Homocysteine,2.01,
Glutathione,2.049,
Homocysteine,2.03,
Cysteine,1.038,
Cysteine,1.99,
Glutathione,1.99,
Homocysteine,2.028,
CaCl2,1.44,
Bromonaphthalene,1.66,
Tween 20,1.33,
BO,1.4952,
BO,1.49,
NdPb2,1.649,
NdPb4,1.65,
NdPb6,1.651,
NdPb8,1.652,
NdPb10,1.653,
YbPb2,1.632,
YbPb4,1.636,
YbPb6,1.637,
YbPb8,1.639,
YbPb10,1.642,
Olivine,8.8,
Olivine,7.7,
Olivine,3,
Olivine,5.7,
Olivine,6.2,
Olivine,5.3,
CO,1.464,
NO,1.464,
BO,1.466,
n-Propanol,1.3836,
n-Propanol,1.3835,
n-Butanol,1.3979,
n-Butanol,1.3973,
n-Pentanol,1.4092,
n-Pentanol,1.409,
Retinal,9,
Retinal,6,
Retinal,7,
o-Chloroaniline,1.589,
o-Chloroaniline,1.5855,
m-Chloroaniline,1.59,
m-Chloroaniline,1.574,
2-Methoxyethanol,1.4005,
2-Methoxyethanol,1.3983,
2-Ethoxyethanol,1.406,
2-Ethoxyethanol,1.4065,
2-Butoxyethanol,1.417,
2-Butoxyethanol,1.415,
o-Chloroaniline,1.4005,
o-Chloroaniline,1.406,
o-Chloroaniline,1.417,
m-Chloroaniline,1.4005,
m-Chloroaniline,1.406,
m-Chloroaniline,1.417,
Listerine,1.516,
DMF,1.428,
DMF,1.4282,
n-Propanol,1.3832,
n-Propanol,1.3833,
n-Butanol,1.3971,
n-Butanol,1.397,
PrMn0.2,1.652,
PrMn0.4,1.652,
PrMn0.6,1.652,
PrMn,1.653,
PrMn1.0,1.652,
Tartaric acid,4.7,
Malic acid,1.3,
Glucose,1.6,
CaCO3,1.681,
TiO2,2.493,
SiO2,2.654,
CH2Cl2,1.8,
CH2Cl2,3.6,
Sucrose,1.4601,
Ammonium Nitrate,1.61,
Ammonium Sulphate,1.53,
Ammonium Sulphate,1.51,
Carbon,1.54,
NH4NO3,1.57,
DME,5,
EtOH,1.36,
DMF,1.43,
MeOH,1.33,
CHCl3,1.45,
VB,2.843,
VB,7,
Silicon,1.85,
Silicon,3.15,
Silicon,2.9,
MnO,2.35,
MgO,6.3,
MgO,3.75,
MgO,3.45,
Zircon,8,
TEOS,1.43,
AgGaSe2,2.517,
AgGaSe2,2.532,
AgGaSe2,2.546,
AgGaSe2,2.554,
Al2O3,1.783,
AlN,1.942,
AlOxNy_1,1.872,
AlOxNy_2,1.879,
AlOxNy_3,1.885,
AlOxNy_4,1.903,
AlOxNy_5,1.917,
o-Cresol,1.5375,
o-Cresol,1.541,
o-Cresol,1.5351,
o-Cresol,1.5386,
o-Cresol,1.537,
o-Cresol,1.5325,
m-Cresol,1.5327,
m-Cresol,1.535,
m-Cresol,1.5307,
m-Cresol,1.532,
m-Cresol,1.5291,
p-Cresol,1.5293,
p-Cresol,1.534,
p-Cresol,1.5272,
p-Cresol,1.531,
p-Cresol,1.525,
DMSO,1.479,
DMF,1.4305,
Dichloromethane,1.4241,
Ethylene glycol,1.4318,
Acetone,1.3587,
Isopropanol,1.3772,
Toluene,1.4969,
Methanol,1.328,
Acetonitrile,1.344,
Ethyl acetate,1.3724,
PEG 400,1.63,
PEG 400,1.59,
PEG 600,1.63,
PEG 600,1.73,
Toluene,1.4938,
Toluene,1.4939,
Heptane,1.385,
Heptane,1.3851,
2-Propanol,1.375,
2-Propanol,1.3752,
Silicon,3.5,
Silicon dioxide,1.515,
Arachidic acid,1.45,
PMMA,1.491,
PEMA,1.485,
Cyanine,1.634,
PMMA,1.43,
Ertapenem,5,
Ertapenem,7,
Ertapenem,4,
Ertapenem,2,
Ertapenem,6,
Ertapenem,8,
Ertapenem,3,
Methanol,1.3265,
Methanol,1.32652,
Ethanol,1.3593,
Ethanol,1.35941,
2-Propanol,1.37501,
2-Propanol,1.3752,
"Trans-1,2-dichloroethylene",1.4461,
"Trans-1,2-dichloroethylene",1.4462,
3-Methylpentane,1.3738,
3-Methylpentane,1.3739,
Methylcyclohexane,1.4204,
Methylcyclohexane,1.4206,
WCl6,1.62,
WCl6,1.644,
WCl6,1.976,
IPA,1.276,
IPA,1.3,
Ethanol,1.285,
Ethanol,1.352,
CCM,1.265,
CCM,1.275,
Ethanol,1.277,
n-Propanol,1.3835,
n-Propanol,1.3834,
n-Butanol,1.3973,
n-Butanol,1.396,
n-Pentanol,1.409,
n-Pentanol,1.407,
Ethanol,1.363,
Glycol,1.434,
Glycerol,1.473,
NaCl,1.3418,
NaCl,1.3505,
NaCl,1.3594,
NaCl,1.3684,
Toluene,1.097,
Chloroform,1.438,
DMF,1.43,
DMSO,1.479,
Glucose,4.88,
Glucose,4.6,
cholesterol,6.57,
cholesterol,4.42,
cholesterol,4.6,
cholesterol,2.33,
cholesterol,1.34,
cholesterol,1.5,
Triglycerides,1.34,
Triglycerides,1.23,
Pentafluoroethane,1.41,
Octafluorocyclobutane,2,
Octafluorocyclobutane,1.38,
"N,N-dimethylaniline",1.55832,
Anisole,1.51719,
Anisole,1.5175,
DMA,1.51733,
DMA,1.51514,
DMA,1.51247,
DMA,1.51053,
DMA,1.50799,
DMA,1.50582,
DMA,1.50378,
DMA,1.37024,
DMA,1.36836,
DMA,1.36472,
DMA,1.36277,
DMA,1.36071,
DMA,1.36088,
DMA,1.35879,
EtOH,1.36,
PVC,1.52,
YAl3(BO3)4,1.6886,
YCa4O(BO3)3,1.6844,
n-Hexane,1.3749,
Cyclohexane,1.4262,
"1,4-Dioxane",1.4224,
Ethyl acetate,1.3724,
Chloroform,1.4459,
DMF,1.4305,
tert-Butanol,1.386,
DMSO,1.479,
Acetonitrile,1.3441,
2-Propanol,1.3772,
1-Butanol,1.3772,
Ethanol,1.361,
Methanol,1.3284,
Ethylene glycol,1.4835,
C2H5OH,1.333,
Hexane,1.375,
"1,4-Dioxane",1.421,
Chloroform,1.4429,
Ethyl acetate,1.372,
Tetrahydrofuran,1.4072,
Acetone,1.359,
Methanol,1.3284,
Acetonitrile,1.344,
light green,1.56,
light green,1.554,
BSO,1.452,
BSO,1.444,
Timolol,6,
Timolol,2,
Timolol,8,
Timolol,5,
Timolol,3,
Timolol,9,
Timolol,7,
Eu2O3,7.62,
Eu2O3,5.28,
Eu2O3,4.45,
Eu2O3,3.98,
Eu2O3,1.54,
Eu2O3,1.543,
Eu2O3,1.547,
Eu2O3,1.553,
Eu2O3,1.556,
Oxygen,1.3464,
Oxygen,1.3499,
Oxygen,1.3522,
Oxygen,1.3625,
Oxygen,1.3634,
Ta2O5,2.12,
SiCr,3.881,
HMDSO,2.1,
LiZnLaAP,1.556,
LiMgLaAP,1.552,
LiZnLaAPF,1.545,
TiO2,2.183,
TiO2,2.362,
MgF2,1.379,
Silicon,2.15,
Silicon,2.28,
Silicon,2.51,
Aluminium,3.09,
Aluminium,1.29,
toluene,1.5,
toluene,8.3,
CHCl3,5,
Quinine Sulfate,1.63,
Diethylene glycol,1.45,
Diethylene glycol,1.444,
Ethylene glycol,1.435,
Ethylene glycol,1.429,
Silica,1.464,
Silica,1.457,
PEG 400,1.333,
PEG 400,1.3361,
PEG 400,1.3342,
PEG 400,1.3344,
PEG 400,1.3319,
PEG 400,1.771,
PEG 400,1.702,
PEG 400,1.34,
PEG 400,1.67,
PEG 400,1.339,
PEG 400,1.688,
PEG 400,1.338,
PEG 400,1.653,
Ethanol,1.442,
Xylene,1.466,
silica,1.391,
silica,1.441,
silica,1.445,
silica,1.465,
methyl butanoate,1.408,
Luteolin,1.36,
Luteolin,1.35,
Apigenin,1.24,
Apigenin,1.2,
Acacetin,1.03,
Tricin,1.08,
Linarin,1.13,
Linarin,1.1,
Ethanol,1.35916,
Methyl propanoate,1.37411,
Methyl butanoate,1.38497,
Acetonitrile,1.3328,
DMF,1.4201,
Methanol,1.3047,
Ethanol,1.3045,
Acetone,1.278,
n-Butanol,1.2917,
Chloroform,1.444,
Dichloromethane,1.424,
n-Butanol,1.397,
n-Propanol,1.383,
Methanol,1.326,
Acetonitrile,1.342,
Dimethyl sulfoxide,1.477,
SiO2,1.544,
LiNbO3,2.291,
LiTaO3,2.176,
ZnO,1.001,
ZnO,1.003,
ZnO,1.04,
ZnO,1.13,
ZnO,1.25,
ZnO,5,
ZnO,1.93,
ZnSnxOy,1.95,
Al2O3,1.65,
SiO2,1.47,
TiO2,2.45,
H2O,1.29,
Ammonia,1.49,
Ammonia,1.5,
Ammonia,1.48,
Benzene,1.54,
Cyclohexane,1.57,
n-Hexane,1.57,
oxygen,2.25,
oxygen,2,
Iron,3.2,
Aluminum,1.25,
Titanium,3.3,
magenta,1.582,
Magenta,1.592,
Tungsten–tellurite,2.1,
Tellurite,2,
Silica,1.45,
CLAP,2,
CLAP,1.15,
V-PDMPS,1.4291,
C2H,1.396,
POEM6946,1.546,
Sugar,9.64,
Acetone,1.3558,
Acetone,1.35596,
Methanol,1.32645,
Methanol,1.32652,
n-Nonane,1.40336,
n-Nonane,1.40311,
n-Decane,1.40937,
n-Decane,1.40967,
n-Undecane,1.41473,
n-Undecane,1.41507,
n-Dodecane,1.41953,
n-Dodecane,1.41949,
YAl3(BO3)4,1.76,
Y3Al5O12,1.8169,
Y3Ga5O12,1.8579,
YAlO3,1.934,
Gd3Ga5O12,1.9446,
LiNbO3,2.2322,
Ba2NaNb5O15,2.2573,
LiB3O5,1.5649,
Ca4YO(BO3)3,1.667,
Ca4GdO(BO3)3,1.6804,
PbMoO4,2.2498,
La2Ti2O7,2.228,
Bi4Ti3O12,2.5984,
Bi12SiO20,2.54,
Bi12TiO20,2.58,
Methylamine,1.639,
Dimethylamine,1.638,
Trimethylamine,1.636,
Methylamine,1.4,
Dimethylamine,1.41,
Trimethylamine,1.398,
Methylamine,1.59,
Dimethylamine,1.576,
Trimethylamine,1.581,
Methylamine,1.369,
Dimethylamine,1.369,
Trimethylamine,1.375,
Methylamine,1.591,
Dimethylamine,1.583,
Trimethylamine,1.586,
Methylamine,1.425,
Dimethylamine,1.415,
Trimethylamine,1.419,
Methylamine,1.53,
Dimethylamine,1.524,
Trimethylamine,1.526,
Methylamine,1.4,
Dimethylamine,1.407,
Trimethylamine,1.397,
MoCo,1.481,
ZrO2,1.481,
ZrO2,1.4825,
MoNi,1.482,
Sm2O3,7.62,
Sm2O3,5.28,
Sm2O3,4.45,
Sm2O3,3.98,
Sm2O3,1.5408,
Sm2O3,1.5458,
Sm2O3,1.5471,
Sm2O3,1.5496,
Sm2O3,1.5541,
Oxygen,1.3464,
Oxygen,1.3504,
Oxygen,1.3498,
Oxygen,1.3516,
Oxygen,1.3586,
Silicon,3.7457,
Silicon,3.6034,
Silicon,3.5363,
Silicon,3.4748,
Acetonitrile,1.3461,
Cholesterol,4,
Cholesterol,4,
Pravastatin,5.3,
Pravastatin,4.6,
Pravastatin,1.7,
Pravastatin,3.3,
Pravastatin,3.5,
Pravastatin,2.6,
Pravastatin,1.4,
Benzene,1.4979,
Benzene,1.49792,
"1,3,5-Trimethylbenzene",1.4967,
"1,3,5-Trimethylbenzene",1.49684,
silicon,3.4,
silicon,3.48,
CSO,1.477,
CSO,1.451,
SiO2,1.54,
PMMA,1.48625,
DMSO,1.03,
DMSO,1.06,
BiBTEr0.1,1.745,
BiBTEr0.5,1.743,
BiBTEr1.0,1.741,
BiBTEr1.5,1.738,
BiBTEr2.0,1.736,
BiBTEr2.5,1.734,
BiBTEr0.1,8.476,
BiBTEr0.5,4.953,
BiBTEr1.0,3.927,
BiBTEr1.5,3.428,
BiBTEr2.0,3.112,
BiBTEr2.5,2.886,
PtS2,1.33,
Cyclohexane,1.43,
Hexane,1.37,
Toluene,1.5,
Dioxane,1.42,
Chloroform,1.45,
Ethyl acetate,1.37,
DMSO,1.48,
DMF,1.43,
EtOH,1.36,
CH3CN,1.34,
NaBr,1.6218,
NaBr,1.6093,
NaBr,1.6257,
CaBr2,1.6348,
CaBr2,1.6166,
CaBr2,1.6368,
MgBr2,1.6269,
MgBr2,1.6138,
MgBr2,1.6289,
CoBr2,1.6125,
CoBr2,1.6043,
CoBr2,1.6143,
ZnBr2,1.607,
ZnBr2,1.598,
ZnBr2,1.6099,
MgBr2,1.6144,
MgBr2,1.6062,
MgBr2,1.6182,
Mg(OH)2,1.6227,
Mg(OH)2,1.6165,
Mg(OH)2,1.63,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4197,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.42058,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4227,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4181,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.41913,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4214,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4166,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.41764,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.42,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4155,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.41621,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4192,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4142,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.41472,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4188,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4132,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4133,
1-Butyl-3-methylimidazolium tetrafluoroborate,1.4172,
N-Methyl-2-pyrrolidinone,1.46839,
N-Methyl-2-pyrrolidinone,1.468,
N-Methyl-2-pyrrolidinone,1.46627,
N-Methyl-2-pyrrolidinone,1.4664,
N-Methyl-2-pyrrolidinone,1.46412,
N-Methyl-2-pyrrolidinone,1.46199,
N-Methyl-2-pyrrolidinone,1.462,
N-Methyl-2-pyrrolidinone,1.45983,
N-Methyl-2-pyrrolidinone,1.45771,
N-Methyl-2-pyrrolidinone,1.4576,
Propan-2-ol,1.377,
Propan-1-ol,1.385,
Ethanol,1.361,
Methanol,1.328,
DMF,1.43,
Acetonitrile,1.344,
DMSO,1.478,
Limonene,1.47027,
Limonene,1.4701,
Linalool,1.4597,
DMSO,1.4793,
Acetonitrile,1.3441,
Methanol,1.3284,
Ethanol,1.3614,
Acetone,1.3588,
2-Propanol,1.3776,
1-Butanol,1.3993,
Dichloromethane,1.4244,
Ethylacetate,1.3724,
Chloroform,1.4459,
Diethylether,1.353,
"1,4-Dioxane",1.4224,
Tetrachloromethane,1.4607,
Cyclohexane,1.4262,
Hexane,1.375,
Pentane,1.358,
Methanol,1.329,
Ethanol,1.361,
2-propanol,1.378,
1-propanol,1.386,
n-butanol,1.399,
Methanol,1.3267,
Methanol,1.3268,
Ethanol,1.3593,
Ethanol,1.3595,
Propan-1-ol,1.3832,
Propan-1-ol,1.3834,
Butan-1-ol,1.3967,
Butan-1-ol,1.3971,
Dimethoxymethane,1.35132,
Dimethoxymethane,1.3513,
Dichloromethane,1.424,
"1,1-Dichloroethane",1.416,
"1,2-Dichloroethane",1.444,
Chloroform,1.445,
Ethyl dichloroacetate,1.438,
Bromoethane,1.425,
Bromoform,1.595,
Dichloroacetonitrile,1.44,
1-Chloropropane,1.388,
2-Chloropropane,1.378,
Trichlorofluoromethane,1.3821,
Hexanol,1.418,
1-Butanol,1.399,
Tert-butanol,1.387,
Carbon disulfide,1.627,
Benzene,1.498,
Pentane,1.358,
Cyclohexene,1.446,
Diethyl ether,1.352,
Propane,1.35,
Xenon,1.34,
Argon,1.34,
Ethyl acetate,1.37,
1-Nitropropane,1.401,
Valeronitrile,1.397,
2-Hexanone,1.401,
Fluorophosphate,1.55,
NaF,1.4578,
NaF,1.456,
GaAs,3.5,
LiNbO3,2.2,
Fluoride,1.52,
SiO2,1.458,
Na2O·B2O3·SiO2,1.509,
alcohols,1.431,
alcohols,1.328,
alcohols,1.361,
alcohols,1.377,
alcohols,1.399,
Dimethyl sulfoxide,1.478,
Dimethyl formamide,1.43,
Acetone,1.359,
Tetrahydrofuran,1.407,
Chloroform,1.446,
Ethyl acetate,1.372,
Diethyl ether,1.353,
Cyclohexane,1.426,
TiO2,2.25,
TiO2,2.23,
TiO2,2.18,
TiO2,2.16,
TiO2,2.17,
TiO2,2.14,
TiO2,2.12,
TiO2,2.07,
ABTS,8.9,
DMSO,1.477,
Ethanol,1.3611,
CH2Cl2,1.4242,
CHCl3,1.4459,
Dioxane,1.4224,
Warfarin,1.36,
Ibuprofen,1.24,
Digitoxin,1.26,
Xylose,1.95,
Sulfuric acid,3.01,
Acetic acid,2.48,
5-hydroxymethylfurfural,5.55,
Furfural,4.38,
4-hydroxybenzoic acid,4.84,
Vanillic acid,5.16,
Methanol,1.34,
Glucose,1.333,
Alcohol,1.35,
Sucrose,1.3334,
Ethylene glycol,1.429,
ZnPc1,1.33,
ZnPc2,1.32,
ZnPc2,1.34,
Propylamine,1.3893,
Propylamine,1.3851,
Propylamine,1.3854,
Propylamine,1.3817,
Propylamine,1.3777,
Butylamine,1.4007,
Butylamine,1.3987,
Butylamine,1.3978,
Butylamine,1.3949,
Butylamine,1.3919,
Butylamine,1.3891,
Butylamine,1.386,
Butylamine,1.3831,
Hexylamine,1.4198,
Hexylamine,1.416,
Hexylamine,1.4168,
Hexylamine,1.4138,
Hexylamine,1.4109,
Hexylamine,1.4081,
